collect_date,n_sgtf,n_all,perc_sgtf,d
2021-11-29,2,362,0.5524861878453038,1
2021-11-30,1,260,0.38461538461538464,2
2021-12-01,1,180,0.5555555555555556,3
2021-12-06,9,289,3.1141868512110724,8
2021-12-07,15,202,7.425742574257425,9
2021-12-08,28,226,12.389380530973451,10
2021-12-09,25,177,14.124293785310735,11
2021-12-10,47,232,20.25862068965517,12
2021-12-11,33,192,17.1875,13
2021-12-12,17,57,29.82456140350877,14
2021-12-13,94,266,35.338345864661655,15
2021-12-14,92,181,50.82872928176796,16
2021-12-15,5,15,33.33333333333333,17
